Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Male,22,CS,75.725,99.66,94.26,74.81,62.87,2.37,76.22,94.84,C,20.5,No,Yes,High School,Low,7,5.2
Male,21,Engineering,87.67,42.81,71.6,87.11,53.54,5.85,96.19,90.52,A,10.8,No,Yes,High School,Medium,5,5.6
Male,18,Mathematics,55.52,44.68,41.87,78.06,67.28,2.82,96.71,64.6,F,5.2,No,Yes,High School,High,5,6.9
Female,18,CS,81.29,91.56,56.77,67.31,72.54,1.32,70.66,71.76,F,29.4,No,Yes,PhD,Medium,8,5.5
Male,23,CS,75.725,75.34,87.33,50.45,92.22,7.56,94.78,77.34,A,12.3,No,Yes,Master's,Low,4,5.5
Male,19,CS,92.18,60.41,42.78,64.5,95.68,2.6,99.3,89.37,A,15,No,Yes,High School,Medium,2,8.1
Male,20,Engineering,79.74,51.82,94.86,80.34,53.84,8.21,58.68,72.36,B,10.9,Yes,Yes,PhD,High,2,8.3
Male,19,Business,89.22,59.78,45.92,75.22,75.46,1.98,67.28,87.5,A,19.4,No,Yes,Bachelor's,Medium,9,8.1
Female,24,Business,75.725,80.37,55.4,58.53,66.36,3.26,77.42,58.44,D,11,No,Yes,Bachelor's,Low,7,7.1
Male,18,Engineering,60.34,82.06,76.91,80.96,89.72,5.02,99.26,83.85,C,9.2,No,Yes,Bachelor's,Medium,6,8.7
Male,21,Engineering,69.71,75.23,76.24,54.49,67.34,9.89,95.17,80.2,C,12.9,Yes,Yes,High School,Medium,3,5.5
Female,21,Engineering,91.11,73.46,88.04,80.77,71.54,2.8,68.06,63.83,A,6.6,Yes,Yes,Master's,Low,4,6.2
Male,22,CS,79.06,72.54,53.38,88.41,75.01,6.68,88.07,88.18,A,5.1,No,Yes,PhD,Medium,3,4.1
Female,24,CS,54.99,90.16,77.18,74.52,65.89,7.29,50.89,97.24,D,26.5,No,No,PhD,Low,6,4.2
Male,22,CS,87.17,83.31,70.09,86.65,78.37,4.18,79.61,75.98,B,5.6,No,Yes,High School,Medium,1,4.6
Female,19,CS,94.31,54.05,62.44,52.3,57.44,7.48,55.31,94.33,A,16.4,No,Yes,High School,Low,4,4.8
Female,22,CS,82.54,98.5,53.43,88.91,71.71,8.09,50.38,51.47,F,22.6,No,Yes,Bachelor's,Low,3,8.1
Female,23,Business,57.21,79.89,73.44,98.98,95.19,3.26,62.81,93.06,F,9.9,Yes,Yes,Master's,Low,7,6
Male,23,CS,96.74,67.15,93.37,54.42,99.77,7.05,77.59,73.81,A,10.5,Yes,Yes,High School,High,1,5.2
Female,20,Engineering,71.67,71.99,95.18,68.93,57.7,8.19,80.74,50.28,D,27.1,Yes,Yes,Bachelor's,Medium,8,5
Female,19,CS,75.725,92.49,51.24,83.42,80.43,0.08,92.51,93.87,D,20.8,No,Yes,Master's,Medium,8,7.7
Female,19,Business,98.39,83.2,80.23,76.11,74.81,3.53,78.34,67.37,B,12.8,No,Yes,High School,Low,3,5.4
Male,18,Mathematics,84.6,59.57,48.62,74.4,62.57,1.46,79.29,66.5,C,21.3,No,Yes,PhD,High,7,4.4
Female,18,Engineering,94.5,66.64,98.72,72.95,89.21,0.68,70.17,76.73,B,21,No,Yes,Bachelor's,Medium,4,6
Female,19,Mathematics,75.725,86.34,42.72,59.81,92.37,3.22,66.85,90.74,A,21.8,No,No,Master's,Low,7,6.6
Female,24,Business,98.9,77.52,68.06,68.06,79.92,4.59,86.38,99.11,A,9.8,Yes,Yes,Master's,Medium,8,5.3
Female,24,Business,75.6,58.48,65.5,59.09,96.38,3.62,64.83,62.57,B,23.3,Yes,Yes,High School,Low,8,4.9
Female,21,CS,91.54,63.17,61.6,86.77,89.15,0.14,69.03,55.33,A,13.7,Yes,Yes,PhD,Low,6,7.8
Male,22,Engineering,71.12,75.69,84.72,80.84,95.31,1.45,93.52,57.18,D,23.8,No,Yes,High School,High,10,8.8
Female,19,Business,62.67,59.96,94.31,63.98,80.02,2.11,58.52,91.71,A,19.6,No,Yes,Bachelor's,Low,3,4
Female,23,CS,90.91,83.54,63.73,82.85,76.06,1.21,69.07,75.06,B,27.8,Yes,Yes,Master's,High,6,7.3
Male,20,Business,93.7,43.66,56.58,72.99,77.78,9.77,80.67,79.25,B,7.4,Yes,Yes,Master's,Low,8,6.8
Male,22,Business,58.7,48.04,54.46,74.81,71.73,6.1,54.07,52.63,D,23.7,No,Yes,High School,Low,3,8.6
Male,24,CS,97.98,70.96,48.59,74.81,77.74,4.46,82.65,98.12,B,13.4,Yes,Yes,Bachelor's,Low,3,6.1
Male,18,CS,62.61,70.41,41.39,77.03,82.59,3.43,99.55,51.74,B,28.2,No,Yes,PhD,High,2,5.4
Male,20,Engineering,74.62,51.35,90.46,91.44,62.84,7.95,54.84,98,B,14.3,No,Yes,Master's,High,6,4.4
Female,24,CS,54.27,96.79,84.78,76.59,92.85,9.93,92.68,85.01,D,13.5,No,Yes,Master's,High,7,5.7
Male,19,CS,63.09,60.57,56.8,53.42,82.88,5.29,56.71,59.43,F,18.9,No,Yes,High School,Low,7,4.9
Male,21,Engineering,75.725,81.11,58.97,67.76,63.8,9.47,93.68,75.39,D,14.8,No,Yes,Master's,Low,3,6.7
Male,19,CS,55.31,88.33,67.04,77.01,81.85,4,62.8,85.13,F,10.2,No,No,Master's,Medium,6,8.1
Female,22,CS,97.7,62.71,62.95,82.36,85.71,5.56,87.25,92.1,A,24.9,No,Yes,Master's,High,3,4.8
Female,21,Mathematics,72.19,93.02,54.05,83.68,90.61,5.46,87.99,82.83,B,7.5,Yes,Yes,Master's,Low,3,7.1
Male,20,Engineering,59.02,67.77,89.26,78.84,72.88,0.76,62.21,52.58,C,23.3,Yes,Yes,Bachelor's,Low,2,8.1
Female,18,Engineering,83.87,42.05,61.66,55.46,79.75,7.84,70.98,79.88,A,11,Yes,No,High School,Low,4,6.5
Male,22,CS,80.9,89.64,79.78,59.59,80.68,9.85,65.91,75.43,F,18.8,No,Yes,Bachelor's,Low,9,8.7
Male,18,Engineering,85.28,86.47,73.87,81.53,76.69,0.66,62.45,72.53,A,8.7,No,Yes,PhD,Medium,2,8.7
Female,18,CS,94.5,65.87,85.98,59.58,66.79,6.93,76.66,52.23,A,26.5,No,Yes,Bachelor's,Medium,10,8.9
Female,23,Engineering,82.74,92.08,87.17,60.69,61.9,3.31,90.86,84.35,C,25.2,Yes,Yes,High School,Low,2,6.3
Male,18,CS,75.725,57.66,79.13,70.42,81.08,5.54,82.68,53.62,C,9.9,No,Yes,Bachelor's,Low,3,6.1
Female,19,Mathematics,52.01,58.58,57.5,51.85,74.17,9.15,65.68,99.01,D,7.6,No,No,High School,Medium,4,8.2
Male,22,Business,69.88,81.12,88.57,54.75,66.16,7.2,73.58,50.49,D,6.1,No,No,Master's,Medium,3,5.5
Female,24,Business,62.48,65.23,42.12,93.19,84.44,3.55,84.26,83.66,C,17,No,Yes,Bachelor's,Medium,9,4.3
Female,24,Mathematics,98.06,58.24,52.45,74.81,89.96,9.21,80.68,70.11,A,12.7,Yes,No,Master's,Low,2,5
Male,24,Engineering,97.7,44.79,78.35,51.7,70.71,7.25,87.41,78.04,A,24.8,Yes,Yes,High School,Low,7,4.7
Female,20,Business,59.93,98.67,89.64,78.89,92.98,2.25,60.34,74.93,F,9.7,No,Yes,Bachelor's,Medium,8,7.1
Female,19,Engineering,88.79,58.31,94.94,57.94,67.63,7.72,53.48,68.83,A,20.8,No,No,PhD,Low,3,7.9
Male,22,Engineering,99.11,89.9,54.1,82.41,79.17,9.7,77.24,64.19,A,25.1,Yes,Yes,High School,Medium,4,6.6
Female,24,CS,84.28,59.78,79.68,98.38,58.8,2.39,82.63,64.66,B,27.3,No,No,Master's,Medium,9,7.4
Male,23,CS,98.77,75.56,74.4,83.91,68.87,4.48,71.26,66.34,B,29.9,No,No,Bachelor's,Low,10,5.6
Female,22,Engineering,52.87,48.34,60.11,99.24,63.46,0.23,75.01,82.05,D,13.6,Yes,Yes,Master's,Low,7,5.3
Male,18,CS,72.57,99.93,63.89,94.89,92.52,3.82,75.6,75.53,A,26.6,Yes,Yes,High School,High,6,5.8
Male,18,CS,69.24,49.53,57.47,60.25,81.67,2.5,54.52,80.52,A,16.6,Yes,No,PhD,High,5,5.2
Female,18,Business,89.14,96.85,82.61,74.81,77.13,9.86,70.25,90.66,B,13.2,No,Yes,Bachelor's,Medium,10,6.8
Female,23,CS,58.03,89.46,79.08,85.13,83.45,4.28,60.22,99.98,C,6.2,No,Yes,High School,Low,10,7.1
Female,21,Business,98.8,98.33,66.45,68.57,51.5,4.14,76.69,72.83,A,14.9,No,Yes,High School,Low,1,7.9
Female,19,Engineering,65.75,50.77,63.87,74.81,56.14,4.63,87.9,96.82,C,7,No,Yes,High School,Medium,4,4.2
Male,18,CS,78.97,83.48,45.14,78.63,63.02,3.36,60.39,78.66,C,21.2,No,Yes,PhD,High,1,6.7
Male,23,CS,75.725,54.55,46.6,60.38,73.72,0.78,66.85,70.13,A,29.4,No,Yes,High School,Medium,2,5.7
Male,23,Business,75.725,50.68,59.27,89.19,55.73,8.57,71.32,72.44,B,14.6,No,No,Bachelor's,High,10,6.2
Female,24,Engineering,59.33,57.95,86.43,76.75,92.71,6.08,61.82,73.32,D,20.2,No,Yes,Master's,Low,8,5.9
Male,22,Business,61.78,48.1,63.74,74.81,98.58,0.38,88.21,92.85,C,14.7,No,Yes,PhD,Medium,4,7.5
Male,22,CS,75.725,65.35,96.69,89.59,52.13,3.17,69.32,99.72,A,28.7,Yes,Yes,Master's,Low,7,7
Male,21,Engineering,71.87,55.79,99.09,59.61,90.19,0.74,82,73.72,A,10.9,Yes,Yes,High School,Medium,7,4.9
Female,19,Business,75.725,62.28,92.57,60.77,95.11,5.44,80.24,54.06,B,15.1,No,Yes,High School,Medium,6,4
Female,19,CS,67.34,91.11,77,74.81,76.4,3.1,95.4,57.05,A,20.9,No,Yes,PhD,Medium,8,4.5
Female,18,Engineering,84.95,87.55,75.91,78.83,89.39,9.93,50.79,96.46,F,5.4,No,Yes,High School,High,8,4.5
Female,21,CS,85.84,70.96,81.95,61.41,60.95,8.9,80.79,61.3,B,18.5,No,Yes,Bachelor's,Low,8,8.4
Female,23,Engineering,94.42,83.47,83.34,63.69,53.79,2.44,86.11,69.76,A,12.1,No,No,High School,Medium,10,7.8
Female,22,Engineering,64.88,81.01,66.64,70.86,55.01,6.8,59.17,61.33,A,6.6,Yes,Yes,High School,Low,4,8.5
Male,18,Engineering,50.25,77.08,63.9,74.81,55.37,1.57,63.97,59.41,F,14.1,Yes,Yes,High School,Medium,1,6.1
Male,22,Engineering,66.49,52.09,94.99,68.9,51.44,0.36,61.23,79.96,F,27.7,Yes,Yes,Master's,Low,10,7.1
Female,19,Mathematics,85.83,93.03,40.83,82.27,76.72,9.53,66.74,91.66,A,15.2,Yes,Yes,High School,Medium,2,5.7
Male,18,CS,86.72,47.5,56.49,66.65,93.94,9.55,62.39,52.02,A,23,Yes,Yes,PhD,Low,8,6.9
Male,18,CS,93.46,60.06,72.74,83.15,73.38,0.91,67.21,50.4,A,23.8,Yes,Yes,Master's,High,8,6.3
Male,19,Business,88.7,42.52,77.84,87.44,70.54,4.07,63.54,97.05,A,12.7,No,Yes,Bachelor's,High,1,6.4
Female,23,Business,73.17,65.85,84.96,77.42,86.71,7.11,83.02,95.36,D,19.6,Yes,Yes,Bachelor's,Medium,5,5.8
Female,22,CS,74.9,80.11,78.42,89.15,67.06,0.21,88.86,64.32,A,22.3,No,Yes,PhD,Low,2,7.5
Female,18,CS,89.23,48.33,49.53,71.92,93.02,7.48,64.3,57.39,B,24.7,No,Yes,Bachelor's,Low,2,5.4
Male,24,CS,67.81,81.47,40.19,52.16,83.67,2.24,57.64,90.61,B,15.9,Yes,Yes,Master's,High,5,5.3
Male,22,Business,74.55,95.89,72.93,84.77,75.27,0.34,87.7,89.6,F,23.2,No,Yes,Bachelor's,High,3,6.3
Male,21,Engineering,96.09,47.08,64.06,97.24,82.42,2.92,60.76,92.77,A,16.3,No,Yes,PhD,Medium,8,6.1
Female,23,Business,74.03,43.68,58.19,88.69,93.37,0.38,66.22,58.05,A,26.8,No,Yes,Master's,Low,5,5.3
Male,20,CS,71.94,48.2,78.72,77.25,82.98,6.36,50.01,95.74,C,9.5,No,No,PhD,Medium,1,8.7
Male,21,Mathematics,91.03,71.55,97.92,65.23,80.69,7.45,88.31,52.1,A,20.4,No,Yes,Master's,Low,3,5.5
Male,19,CS,89,71.14,89.98,74.81,76.56,4.68,94.95,89.73,A,21.8,No,Yes,Bachelor's,Medium,10,4.9
Male,21,Business,75.67,74.5,83.03,85.6,58.6,6,52.58,62.31,B,11.9,No,No,Master's,Low,4,5.3
Female,22,CS,75.725,84.71,68.74,83.77,66.78,1.56,79.58,83.48,F,28.5,No,Yes,High School,Low,10,7.5
Male,22,CS,78.19,92.7,41.95,68.36,71.27,7.13,53.92,96.28,B,15.3,Yes,No,Master's,Medium,4,4.9
Female,21,Engineering,84.71,55.35,63.04,74.81,50.28,1.94,82.13,52.27,C,20.3,Yes,Yes,High School,Low,4,6
Female,18,Business,74.57,50.61,67.7,84.87,83.95,5.95,90.67,71.03,C,18.5,No,Yes,High School,Low,7,8.3
Male,22,Business,75.725,72.68,56.31,93.66,74.46,8.1,64.35,71.98,A,9.4,Yes,Yes,Master's,High,8,5.9
Male,21,Mathematics,74.75,53.63,43.71,74.81,67.03,1.16,87.17,74.07,B,6.5,No,Yes,Master's,Low,2,7.9
Female,18,Engineering,99.73,82.71,76.83,74.81,58.64,8.38,58.44,98.4,B,29.6,No,Yes,High School,Low,1,6.6
Male,23,CS,75.725,41.26,76.36,53.49,69.57,4.72,67,63.25,B,9.7,No,Yes,Master's,Medium,8,5.1
Male,22,Engineering,62.53,71.22,85.06,74.81,72.68,7.38,75.2,78.56,A,22.8,Yes,Yes,High School,Medium,9,7.8
Male,19,CS,67.69,60.86,86.29,84.35,89.81,5.66,56.44,54.05,F,27.5,No,Yes,Master's,Low,6,6.7
Female,23,CS,74.71,54.6,61.23,86.69,59.48,5.33,61.71,51.98,F,15.8,No,Yes,Master's,High,8,7.5
Male,18,CS,70.57,45.2,49.16,76.41,97.29,4.93,77.34,88.18,D,16.5,No,Yes,Bachelor's,High,10,6.5
Male,23,Business,96.09,57.54,65.18,63.19,94.33,6.34,64.41,93.5,A,12.2,Yes,Yes,Master's,Medium,5,5.3
Female,23,Mathematics,85.45,86.88,40.49,52.76,78.7,1.42,68.16,66.64,A,14.1,No,Yes,High School,Medium,5,6.6
Male,23,Business,95.2,64.57,65.41,95.89,62.06,2.41,62.92,74.16,B,28.3,No,Yes,PhD,Low,5,5.6
Female,20,Engineering,51.69,56.94,71.17,68.4,63.95,6.32,99.27,98.28,C,24.4,No,Yes,High School,High,2,8.9
Male,23,Business,72.38,56.51,49.71,95.85,86.81,0.59,63.09,55.87,B,6.7,No,Yes,PhD,Low,2,6.2
Female,18,CS,83.96,87.87,46.52,71.17,89.03,4.34,88.86,56.66,B,20.8,No,Yes,Bachelor's,Low,6,7
Female,19,CS,54.76,98.44,57.38,92.74,76.43,5.23,75.47,67.43,C,19,No,No,Master's,Low,10,6.5
Female,20,CS,74.97,86.25,59.86,56.91,82.74,2.7,53.48,65.83,C,5.3,Yes,Yes,Master's,Low,5,5.2
Male,21,Mathematics,99.27,85.55,74.29,74.81,57.03,8.66,94.34,54.5,A,21.2,No,Yes,Bachelor's,Medium,3,5.7
Female,18,CS,52.84,73.14,73.56,74.81,52.84,7.23,84.51,62.11,C,23.6,No,Yes,Bachelor's,Low,9,5.4
Male,21,Engineering,85.89,87.02,58.42,64.48,76.79,4.46,75.61,61.89,A,9.8,No,Yes,High School,Low,7,5.6
Male,20,Engineering,79.05,81.85,45.85,59.32,64.21,9.24,65.97,75.45,F,28,No,Yes,High School,Medium,4,8.6
Male,24,Business,75.03,94.45,93.81,66.8,64.16,7.02,67.85,72.6,B,21.7,No,Yes,Master's,Low,9,4.3
Male,23,Engineering,77.41,98.46,52.16,75.7,80.41,0.66,74.78,74.84,B,20.2,Yes,Yes,High School,Low,5,7.2
Male,22,Business,56.48,87.3,81.86,69.33,97.67,4.73,96.1,86.63,C,9.8,Yes,Yes,Master's,Medium,3,7.7
Male,22,Mathematics,94.8,68.51,67.84,85.62,91.51,4.53,60.57,78.64,B,22.1,No,Yes,PhD,Medium,1,5.2
Female,18,Business,84.56,58.49,85.39,99.35,55.69,5.31,68.9,79.55,D,7.4,Yes,Yes,High School,Low,4,8.2
Female,18,Mathematics,62.95,70.42,75.07,74.81,93.83,0.65,71.6,92.12,F,13,No,Yes,Master's,High,3,5.6
Male,22,Business,95.08,70.12,43.23,73.13,84.15,9.08,70.45,69.85,B,19.3,Yes,Yes,Bachelor's,Medium,3,4.6
Female,19,Engineering,75.725,51.17,58.33,74.81,93.56,6.18,63.55,60.65,B,5.4,No,Yes,High School,Medium,9,6.6
Male,20,Mathematics,69.76,54.4,69.92,66.89,53.8,4.31,79.22,50.6,A,21.2,No,Yes,High School,High,10,6.8
Male,19,Engineering,57.05,54.38,82.24,68.82,75.03,7.49,69.24,54.93,D,19.2,No,Yes,High School,Low,3,5.1
Female,24,Mathematics,82.48,66.06,82.01,90.93,64.55,5.8,83.26,87.75,C,20.2,No,Yes,PhD,Medium,9,6.8
Female,18,Business,70.6,92.52,60.94,97.88,78.39,9.78,62.4,61.29,C,5.9,No,Yes,PhD,Medium,9,4.1
Male,24,Business,58.51,69.28,73.67,74.81,97.35,8.5,55.19,87.96,F,9.3,No,Yes,Master's,Medium,8,8.1
Female,21,Mathematics,75.725,53.5,77.17,57.56,80.01,6.97,90.16,83.4,C,23.2,Yes,Yes,Master's,Medium,6,7.8
Male,23,CS,99.89,53.9,98.12,74.81,93.52,0.16,59.98,78.16,B,21.9,No,Yes,Bachelor's,Medium,7,8.9
Male,18,Engineering,75.725,52.88,97.38,76.1,92.55,5.32,63.1,58.87,D,5.5,No,Yes,PhD,High,3,8.5
Female,20,CS,75.78,98.43,62.65,76.02,56.93,2.88,74.31,57.62,A,26.7,No,Yes,PhD,High,5,7.3
Male,19,Engineering,62.38,72.02,85.84,56.71,65.75,4.5,82.66,98.41,B,11.2,No,Yes,PhD,Medium,1,4.6
Female,18,CS,96.09,45.86,45.63,74.13,81.53,0.98,51.66,83.6,A,15.2,No,Yes,High School,Low,9,8.5
Male,21,Business,75.725,79.46,89.01,52.34,97.27,5,73.25,83.29,C,25.6,No,No,PhD,Low,2,6.4
Male,24,CS,94.06,89.22,44.69,97.39,58.69,0.37,85.02,63.46,A,15.1,Yes,Yes,Master's,High,8,4.9
Male,24,Engineering,82.2,58.49,44.18,55.78,69.57,7.65,62.75,63.86,A,11.8,Yes,Yes,PhD,Medium,10,7.6
Female,23,CS,63.87,76.31,76.18,74.81,95.35,5.17,59.83,94.11,B,14.3,No,Yes,Master's,High,4,5.2
Male,18,CS,50.03,90.66,94.37,93.88,99.93,5.73,65.45,80.87,F,22,Yes,Yes,High School,Medium,9,8.7
Male,22,CS,93.27,44.37,68.06,97.94,75.58,7.61,91.47,98.85,A,21.7,No,Yes,High School,Medium,3,6.8
Female,24,Business,75.725,60.9,44.08,63.09,91.13,7.61,78.84,61.15,B,15.3,Yes,Yes,PhD,Medium,8,5.8
Female,18,Mathematics,83.07,51.65,86.6,75.12,68.58,6.94,81.68,71.35,C,26.9,No,Yes,High School,Low,2,4
Female,21,CS,82.61,61.37,88.94,84.12,98.78,5.11,94.24,98.1,D,15.9,Yes,Yes,High School,Low,5,8.2
Male,18,CS,87.87,75.21,47.03,60.09,72.39,9.06,99.29,84.78,B,16.8,No,Yes,Master's,Medium,5,5.1
Male,21,CS,57.01,76.8,64.73,74.81,65.4,2.35,53.14,97.64,D,28.2,No,No,Bachelor's,Low,5,8.9
Male,22,CS,71.5,60.67,41.16,54.99,96.52,1.2,93.33,95.14,D,23.4,No,Yes,PhD,Low,7,5.7
Female,23,CS,75.725,97.75,47.29,96.47,73.61,3.62,90.16,51.98,F,22.3,Yes,Yes,Bachelor's,Low,9,7.8
Female,19,Business,75.725,49.27,82.11,85.81,97.35,9.2,84.31,50.25,F,12.9,No,Yes,High School,Low,2,6.3
Female,19,Mathematics,61.37,65.71,55.03,87.54,95.67,4.24,96.11,73.19,D,28.8,Yes,Yes,High School,Low,10,4.6
Male,19,Engineering,62.97,62.67,88.79,66.05,87.78,0.48,69.59,97.02,D,17.7,No,Yes,PhD,High,2,6.6
Male,22,CS,79.74,49.89,61.42,57.21,65.72,2.95,83.6,93.43,F,15,No,Yes,High School,High,2,4.4
Male,24,Engineering,53.97,95.11,51.27,90.85,54.74,8.67,91.11,67.74,C,27.1,No,Yes,Bachelor's,Low,3,8
Male,19,Engineering,67.29,64.36,84.16,87.12,51.94,5.4,54.51,57.67,B,11.1,No,Yes,Bachelor's,Low,3,8
Male,23,CS,71.46,77.81,76.81,95.81,79.61,8.43,66.07,60.71,B,19.2,No,Yes,High School,Low,3,8.4
Male,21,Engineering,56.77,59.31,61.9,85.85,96.13,4.49,72.33,63.66,D,18.6,No,Yes,High School,Low,2,8
Female,20,Mathematics,57.14,44.64,41.68,59.33,74.12,7.77,93.96,67.24,D,9.5,Yes,Yes,PhD,Medium,3,7.7
Male,19,Business,87.77,67.36,98.44,54.65,71.27,3.84,89.47,83.97,A,20.3,No,Yes,Master's,Medium,7,8.4
Male,24,Engineering,99.16,72.39,52.85,69.57,79.68,6.29,55.78,59.19,A,25,Yes,Yes,High School,High,1,5.9
Female,22,CS,68.9,41.02,44.41,95.43,61.31,2.91,90.44,79.16,F,17.5,No,Yes,Bachelor's,Low,4,4.8
Male,24,Business,53.87,74.93,66.95,51.77,64.9,1.82,57.64,50.5,D,13.4,No,Yes,PhD,Low,2,4.2
Male,22,CS,50.6,92.85,78.1,91.33,55.05,1.98,59.75,63.19,F,9.6,Yes,Yes,Master's,Low,8,4.9
Female,18,CS,64.41,53.05,51.44,75.32,72.32,2.17,60.44,97.61,B,20.2,Yes,Yes,PhD,Medium,6,5.8
Female,21,Mathematics,50.46,51,74.68,74.81,80.58,0.16,88.8,95.52,C,7.1,No,Yes,High School,Low,8,4.3
Female,20,CS,82.12,99.85,96.85,96.15,52.64,7.37,50.58,78.96,D,7.3,No,Yes,Master's,Low,9,5.9
Female,19,CS,56.07,51.52,48.47,88.44,86.15,0.23,97.9,98.23,F,27.9,No,Yes,High School,High,9,7.6
Male,18,Business,55.21,62.68,85.54,92.15,65.4,3.7,86.4,66.23,D,6.1,Yes,Yes,PhD,High,9,4.5
Female,20,CS,94.82,63.55,59.36,58.8,94.41,9.05,78.18,85.05,A,5.1,Yes,No,High School,Medium,5,5.6
Male,19,Engineering,88.11,76.68,72.46,62.21,69.35,6.66,61.88,74.42,A,6.3,Yes,Yes,Master's,Low,4,4.8
Male,24,Engineering,64.79,69.33,64.67,89.75,86.06,3.01,90.99,53.95,A,19.3,Yes,Yes,PhD,Medium,1,7.9
Female,21,Business,76.85,64.64,84.64,69.27,74.43,8.21,74.58,64.32,C,28.8,No,Yes,Master's,High,3,8.4
Male,22,CS,56.48,52.46,60.75,85.29,99.62,7,97.25,66.53,C,24.2,No,Yes,Bachelor's,Medium,2,4.7
Male,19,Engineering,96.58,97.44,83.6,56.97,60.83,8.25,96.19,70.3,A,21,No,Yes,PhD,Medium,9,7.9
Male,24,Business,77.74,50.63,52.7,69.95,74.21,5.54,77.34,73.31,A,28.7,No,No,Master's,Medium,6,9
Female,19,Business,96.35,48.71,68.13,64.16,66.16,0.85,73.66,88.06,A,11.2,Yes,Yes,High School,Medium,2,6.6
Male,22,CS,66.69,65.27,79.21,50.48,96.2,3.64,91.64,77.15,F,5.9,No,Yes,Master's,Medium,2,5.8
Male,19,CS,85.3,44.65,72.77,74.81,81.29,2.59,50.8,78.39,A,19.9,No,Yes,PhD,Low,4,8.5
Male,20,Engineering,78.29,43.48,51.95,78.32,54.06,3.89,50.64,84.64,A,11.7,No,Yes,Bachelor's,Low,4,8.2
Male,19,Engineering,96.27,69.11,64.61,69.16,87.84,8.37,81.38,75.41,B,15.2,No,Yes,High School,High,10,6.5
Male,20,CS,75.725,97.47,71.92,52.32,88.42,1.5,53.67,81.01,B,14.2,Yes,Yes,PhD,Low,4,6.9
Female,20,CS,85.41,65.61,86.8,85.2,73.7,3.06,86.85,89.47,B,28.8,Yes,Yes,Bachelor's,High,1,8.2
Female,19,CS,66.52,61.39,79.23,74.81,97.78,2.61,81.12,77.27,C,12.9,No,Yes,PhD,High,10,8.6
Female,18,CS,73.83,72.78,79.26,82.11,74.9,8.1,56.63,59.63,D,13.8,No,Yes,High School,Low,7,8.8
Male,22,CS,56.85,63.15,52.41,95.7,83.32,9.43,62.32,62.38,D,17.7,No,Yes,Master's,Low,9,5.6
Female,20,CS,65.88,56.25,42.37,85.55,98.24,1.84,60.18,98.14,F,26,No,Yes,PhD,Medium,5,8.3
Male,19,Engineering,57.43,49.63,50.65,74.81,73.51,2.16,76.05,63.62,D,14.8,Yes,Yes,High School,Low,6,7.9
Female,23,Engineering,98.51,70.52,81,79.71,75.96,1.25,54.32,90.2,B,22.9,No,Yes,Bachelor's,Low,1,4.7
Male,24,Engineering,97.17,43.5,92.55,99.64,86.42,7.21,70.37,59.85,A,16,No,Yes,PhD,Low,8,8.9
Male,24,CS,74.18,49.22,87.91,92.69,50.03,7.92,75.99,98.66,F,19.1,No,Yes,High School,Medium,7,5.1
Male,24,Business,99.75,96.86,50.92,97.68,94.36,3.94,71.15,77.33,B,15.9,Yes,Yes,High School,Medium,2,7.2
Male,20,Engineering,83.68,72.57,73.92,66.38,94.32,6.89,85.03,95.72,F,9.9,No,Yes,PhD,Low,7,5
Male,24,Mathematics,95.81,43.71,88.36,74.81,83.59,3.97,71.28,67.28,A,11.7,Yes,No,PhD,Medium,10,6.4
Female,21,Business,81.5,84.33,67.4,60.57,56.89,5.57,85.27,88.53,C,21,No,Yes,High School,Medium,6,7.2
Male,24,Engineering,75.725,79.06,66.31,79.1,54.68,6.54,93.52,77.79,B,28,Yes,Yes,High School,Medium,4,5.3
Female,20,Business,52.43,45.28,63.59,75.09,65.9,8.6,78.72,65.34,D,14,No,Yes,Master's,Medium,2,4.5
Male,23,Business,59.41,83.61,69.27,96.56,91.55,1.03,56.44,54.81,D,19,No,No,PhD,High,9,8.5
Female,23,Engineering,80.52,46.23,88.36,72.78,97,5.31,83.84,67.84,B,29.7,No,Yes,Master's,Medium,5,4.3
Male,24,CS,59.44,60.37,96.22,89.43,99.92,0.73,71.11,81.41,F,10.7,Yes,Yes,Bachelor's,Medium,6,6.2
Male,23,Business,70.53,96.56,73.75,51.45,62.88,9.24,85.95,83.43,D,16.9,No,Yes,Master's,High,7,4.5
Male,24,CS,55.91,70.17,90.57,86.4,53.09,7.66,71.47,92.56,D,10.5,No,Yes,Bachelor's,Medium,8,7.4
Male,21,Engineering,64.59,98.58,99.83,88.57,56.51,7.46,58.37,94.45,D,5.8,No,Yes,Bachelor's,Medium,4,5.3
Female,24,CS,72.29,45.34,79.67,74.98,54.17,5.17,70.02,56.21,C,6.5,No,Yes,Bachelor's,Medium,1,4.4
Female,18,CS,67.01,68.65,69.81,66.89,58.92,5.27,57.38,80.88,A,26.9,Yes,Yes,Master's,High,1,7
Female,20,Mathematics,75.725,43.74,40.13,82.33,79.87,2.99,69.93,98.91,C,29.5,No,Yes,PhD,Low,1,8.9
